,x,group,class,predicted,std.error,conf.low,conf.high
1,1976,HIGH SCHOOL,Conventional,0.546855794,0.068294559,0.513526661,0.579770075
2,1977,HIGH SCHOOL,Conventional,0.49059157,0.059499477,0.461512538,0.519734411
3,1978,HIGH SCHOOL,Conventional,0.487674541,0.055836681,0.460395711,0.515026987
4,1979,HIGH SCHOOL,Conventional,0.466490675,0.057569933,0.438543938,0.494649324
5,1980,HIGH SCHOOL,Conventional,0.414946268,0.059746744,0.386830185,0.443627401
6,1981,HIGH SCHOOL,Conventional,0.388112658,0.057198318,0.361846404,0.415045506
7,1982,HIGH SCHOOL,Conventional,0.345777283,0.058580402,0.320283678,0.372188975
8,1983,HIGH SCHOOL,Conventional,0.30967641,0.062301278,0.284196293,0.336367485
9,1984,HIGH SCHOOL,Conventional,0.315212595,0.063249289,0.289085959,0.342562679
10,1985,HIGH SCHOOL,Conventional,0.279073397,0.067100418,0.253396856,0.306284376
11,1986,HIGH SCHOOL,Conventional,0.251721402,0.072775754,0.225815785,0.279525887
12,1987,HIGH SCHOOL,Conventional,0.28869503,0.068985561,0.261740929,0.317232124
13,1988,HIGH SCHOOL,Conventional,0.237529,0.076655971,0.211398242,0.265801076
14,1989,HIGH SCHOOL,Conventional,0.214893672,0.084163227,0.188370575,0.244028453
15,1990,HIGH SCHOOL,Conventional,0.223810364,0.084757692,0.196278257,0.253984007
16,1991,HIGH SCHOOL,Conventional,0.194155628,0.095058044,0.166652358,0.224972515
17,1992,HIGH SCHOOL,Conventional,0.166428897,0.102820798,0.140315031,0.196293089
18,1993,HIGH SCHOOL,Conventional,0.162086804,0.099776062,0.137247739,0.190429009
19,1994,HIGH SCHOOL,Conventional,0.174511878,0.104619245,0.146911614,0.206045013
20,1995,HIGH SCHOOL,Conventional,0.130810338,0.117518631,0.106772094,0.159295322
21,1996,HIGH SCHOOL,Conventional,0.167140032,0.115574408,0.137934155,0.201087408
22,1997,HIGH SCHOOL,Conventional,0.175401867,0.117385042,0.144564257,0.211193548
23,1998,HIGH SCHOOL,Conventional,0.164964072,0.113820235,0.136480986,0.198028282
24,1999,HIGH SCHOOL,Conventional,0.191266071,0.122291471,0.15689809,0.231098723
25,2000,HIGH SCHOOL,Conventional,0.176985479,0.128073464,0.143327248,0.21654983
26,2001,HIGH SCHOOL,Conventional,0.165964448,0.140653798,0.131224083,0.20770318
27,2002,HIGH SCHOOL,Conventional,0.149740645,0.141015203,0.117842525,0.188428794
28,2003,HIGH SCHOOL,Conventional,0.131777712,0.144961254,0.102527621,0.167812229
29,2004,HIGH SCHOOL,Conventional,0.161332022,0.13039339,0.129665818,0.198963671
30,2005,HIGH SCHOOL,Conventional,0.180332728,0.132583727,0.145051276,0.22196781
31,2006,HIGH SCHOOL,Conventional,0.170025026,0.14051925,0.134602543,0.212480613
32,2007,HIGH SCHOOL,Conventional,0.133681972,0.162001349,0.10098704,0.17490268
33,2008,HIGH SCHOOL,Conventional,0.138898664,0.157009101,0.106006343,0.179942755
34,2009,HIGH SCHOOL,Conventional,0.123714104,0.174219681,0.091190613,0.165722025
35,2010,HIGH SCHOOL,Conventional,0.102389266,0.188540251,0.073068202,0.141677992
36,2011,HIGH SCHOOL,Conventional,0.114308437,0.178966206,0.083307332,0.154896616
37,2012,HIGH SCHOOL,Conventional,0.125222025,0.183929402,0.090761128,0.17031637
38,2013,HIGH SCHOOL,Conventional,0.129160538,0.196053454,0.091732747,0.17885213
39,2014,HIGH SCHOOL,Conventional,0.117462211,0.210424809,0.080979679,0.167387078
40,1976,< HIGH SCHOOL,Conventional,0.548714577,0.096428503,0.501620497,0.594951915
41,1977,< HIGH SCHOOL,Conventional,0.482259247,0.089843166,0.438541803,0.526249982
42,1978,< HIGH SCHOOL,Conventional,0.426712433,0.082998813,0.387471824,0.466897879
43,1979,< HIGH SCHOOL,Conventional,0.362278159,0.090676781,0.322301924,0.404255046
44,1980,< HIGH SCHOOL,Conventional,0.408291535,0.093008357,0.365093185,0.452954684
45,1981,< HIGH SCHOOL,Conventional,0.358934478,0.094448242,0.317538517,0.402543898
46,1982,< HIGH SCHOOL,Conventional,0.330982118,0.091997101,0.292337683,0.372049266
47,1983,< HIGH SCHOOL,Conventional,0.322451976,0.100076059,0.281168732,0.366704509
48,1984,< HIGH SCHOOL,Conventional,0.314160725,0.107596559,0.270591433,0.361270697
49,1985,< HIGH SCHOOL,Conventional,0.298069053,0.109165835,0.255313532,0.344670619
50,1986,< HIGH SCHOOL,Conventional,0.296563781,0.11927695,0.250209845,0.347524965
51,1987,< HIGH SCHOOL,Conventional,0.259750658,0.124304344,0.215701031,0.309248948
52,1988,< HIGH SCHOOL,Conventional,0.238068715,0.132890693,0.194073125,0.288468037
53,1989,< HIGH SCHOOL,Conventional,0.230694864,0.150810261,0.182429333,0.287243594
54,1990,< HIGH SCHOOL,Conventional,0.194363533,0.166979971,0.148151026,0.250747874
55,1991,< HIGH SCHOOL,Conventional,0.18377009,0.175569141,0.137629489,0.241055509
56,1992,< HIGH SCHOOL,Conventional,0.23787983,0.173126828,0.181880139,0.304699884
57,1993,< HIGH SCHOOL,Conventional,0.222943064,0.185602926,0.166259517,0.292179507
58,1994,< HIGH SCHOOL,Conventional,0.180017449,0.214229238,0.126075741,0.250424853
59,1995,< HIGH SCHOOL,Conventional,0.248155214,0.178216704,0.188808051,0.318824939
60,1996,< HIGH SCHOOL,Conventional,0.182547684,0.21599268,0.127580926,0.254293444
61,1997,< HIGH SCHOOL,Conventional,0.139323931,0.247030162,0.090702552,0.208045633
62,1998,< HIGH SCHOOL,Conventional,0.221826446,0.215599261,0.157410737,0.303119361
63,1999,< HIGH SCHOOL,Conventional,0.211694704,0.244517803,0.142584678,0.302484606
64,2000,< HIGH SCHOOL,Conventional,0.222625435,0.282582388,0.141330509,0.332570855
65,2001,< HIGH SCHOOL,Conventional,0.150176246,0.303375059,0.088844689,0.2425747
66,2002,< HIGH SCHOOL,Conventional,0.119886529,0.293275769,0.071205656,0.194866218
67,2003,< HIGH SCHOOL,Conventional,0.123223169,0.321004327,0.069693158,0.208647302
68,2004,< HIGH SCHOOL,Conventional,0.144730323,0.283171898,0.088543382,0.227665915
69,2005,< HIGH SCHOOL,Conventional,0.158010654,0.268618157,0.0997876,0.241106449
70,2006,< HIGH SCHOOL,Conventional,0.208946377,0.221914901,0.146011378,0.289802613
71,2007,< HIGH SCHOOL,Conventional,0.216942235,0.254774231,0.143942496,0.313409581
72,2008,< HIGH SCHOOL,Conventional,0.263512255,0.239984759,0.182700979,0.36414203
73,2009,< HIGH SCHOOL,Conventional,0.209877153,0.265752905,0.136280572,0.308999702
74,2010,< HIGH SCHOOL,Conventional,0.239752541,0.247422947,0.162604347,0.338699156
75,2011,< HIGH SCHOOL,Conventional,0.091806654,0.385840801,0.045303613,0.17718479
76,2012,< HIGH SCHOOL,Conventional,0.168678889,0.287246186,0.103584951,0.262691294
77,2013,< HIGH SCHOOL,Conventional,0.121580493,0.330281528,0.067553768,0.209124988
78,2014,< HIGH SCHOOL,Conventional,0.13894043,0.342920301,0.076122905,0.240122692
79,1976,SOME COLLEGE,Conventional,0.538756691,0.12607347,0.477075811,0.599273234
80,1977,SOME COLLEGE,Conventional,0.474391407,0.110375092,0.420954748,0.528421111
81,1978,SOME COLLEGE,Conventional,0.413164636,0.096029232,0.368394178,0.459418383
82,1979,SOME COLLEGE,Conventional,0.446762819,0.105470382,0.396402588,0.498239805
83,1980,SOME COLLEGE,Conventional,0.394965708,0.099544355,0.349420021,0.442410995
84,1981,SOME COLLEGE,Conventional,0.336883748,0.095838315,0.296284909,0.38004134
85,1982,SOME COLLEGE,Conventional,0.368234803,0.096907708,0.325253402,0.413416032
86,1983,SOME COLLEGE,Conventional,0.344606077,0.101896048,0.300998609,0.39099733
87,1984,SOME COLLEGE,Conventional,0.270739615,0.108946378,0.230692643,0.314892954
88,1985,SOME COLLEGE,Conventional,0.244010016,0.105740869,0.207828095,0.284230927
89,1986,SOME COLLEGE,Conventional,0.243230697,0.107838421,0.20645832,0.284206899
90,1987,SOME COLLEGE,Conventional,0.183882218,0.113339096,0.152852192,0.219578784
91,1988,SOME COLLEGE,Conventional,0.228056666,0.102466312,0.194638493,0.265322271
92,1989,SOME COLLEGE,Conventional,0.219883172,0.115652142,0.183468672,0.261213038
93,1990,SOME COLLEGE,Conventional,0.170644112,0.13393231,0.136629422,0.211056859
94,1991,SOME COLLEGE,Conventional,0.198359504,0.12180212,0.163104658,0.239057913
95,1992,SOME COLLEGE,Conventional,0.189465112,0.117556271,0.156580324,0.22739428
96,1993,SOME COLLEGE,Conventional,0.169673723,0.124065424,0.138106668,0.206725474
97,1994,SOME COLLEGE,Conventional,0.126888869,0.139789498,0.099505282,0.160465472
98,1995,SOME COLLEGE,Conventional,0.166237737,0.1334098,0.133078668,0.205698601
99,1996,SOME COLLEGE,Conventional,0.19555009,0.129894415,0.158566821,0.238712031
100,1997,SOME COLLEGE,Conventional,0.167497291,0.151595233,0.130041656,0.21309858
101,1998,SOME COLLEGE,Conventional,0.136686348,0.17640224,0.100757941,0.182821518
102,1999,SOME COLLEGE,Conventional,0.129566432,0.194134049,0.092348298,0.178828908
103,2000,SOME COLLEGE,Conventional,0.141475977,0.177267117,0.104282464,0.189133922
104,2001,SOME COLLEGE,Conventional,0.152634849,0.17138646,0.114052933,0.201302751
105,2002,SOME COLLEGE,Conventional,0.172082258,0.164719846,0.130813376,0.223029864
106,2003,SOME COLLEGE,Conventional,0.153944894,0.16471874,0.116414333,0.200824851
107,2004,SOME COLLEGE,Conventional,0.106641448,0.199961768,0.074645019,0.150127948
108,2005,SOME COLLEGE,Conventional,0.155728317,0.160591704,0.118666887,0.201715389
109,2006,SOME COLLEGE,Conventional,0.162223808,0.172467968,0.121339618,0.213535739
110,2007,SOME COLLEGE,Conventional,0.140997454,0.179268998,0.10354973,0.189130592
111,2008,SOME COLLEGE,Conventional,0.134526845,0.199430717,0.095143541,0.18684603
112,2009,SOME COLLEGE,Conventional,0.091411927,0.229851931,0.060255319,0.136341536
113,2010,SOME COLLEGE,Conventional,0.130730461,0.191439106,0.093661185,0.17956435
114,2011,SOME COLLEGE,Conventional,0.1239661,0.195967969,0.087905052,0.172030221
115,2012,SOME COLLEGE,Conventional,0.111001897,0.213217665,0.07596714,0.159406739
116,2013,SOME COLLEGE,Conventional,0.09840641,0.233221135,0.064636078,0.147046912
117,2014,SOME COLLEGE,Conventional,0.114542232,0.229041195,0.076274684,0.168506567
118,1976,COLLEGE,Conventional,0.514287965,0.136135571,0.447777796,0.580295908
119,1977,COLLEGE,Conventional,0.462769088,0.110753092,0.409442174,0.516961556
120,1978,COLLEGE,Conventional,0.423265474,0.100085295,0.376238211,0.471725468
121,1979,COLLEGE,Conventional,0.454593135,0.103129991,0.405099773,0.505000289
122,1980,COLLEGE,Conventional,0.382285376,0.101040271,0.336731394,0.43000668
123,1981,COLLEGE,Conventional,0.325600181,0.099716446,0.284226242,0.369884509
124,1982,COLLEGE,Conventional,0.382868237,0.10111807,0.337248641,0.430648967
125,1983,COLLEGE,Conventional,0.331147026,0.09985085,0.289316514,0.375827213
126,1984,COLLEGE,Conventional,0.283276965,0.103878397,0.243817582,0.326366223
127,1985,COLLEGE,Conventional,0.290292817,0.106284849,0.249313531,0.335001926
128,1986,COLLEGE,Conventional,0.240267831,0.109357835,0.203339905,0.281532155
129,1987,COLLEGE,Conventional,0.191255929,0.1141705,0.159006332,0.228270994
130,1988,COLLEGE,Conventional,0.226771045,0.102770774,0.193400934,0.264014327
131,1989,COLLEGE,Conventional,0.204382971,0.115403878,0.170044791,0.24361987
132,1990,COLLEGE,Conventional,0.197488946,0.12591721,0.161263596,0.239527846
133,1991,COLLEGE,Conventional,0.196495761,0.129682669,0.159424682,0.239728561
134,1992,COLLEGE,Conventional,0.18389161,0.129888822,0.148707045,0.22519874
135,1993,COLLEGE,Conventional,0.155197301,0.136370458,0.123284583,0.193547084
136,1994,COLLEGE,Conventional,0.16014311,0.128875683,0.129008339,0.197091613
137,1995,COLLEGE,Conventional,0.139913018,0.133073099,0.111369197,0.174337343
138,1996,COLLEGE,Conventional,0.140607395,0.138995149,0.110791688,0.176851124
139,1997,COLLEGE,Conventional,0.109621367,0.154813756,0.083321982,0.142927487
140,1998,COLLEGE,Conventional,0.160837132,0.13923274,0.127315735,0.201150143
141,1999,COLLEGE,Conventional,0.09215092,0.17424573,0.067284781,0.124975394
142,2000,COLLEGE,Conventional,0.11757146,0.178103667,0.08590376,0.158884065
143,2001,COLLEGE,Conventional,0.096483433,0.187252635,0.06888582,0.133551591
144,2002,COLLEGE,Conventional,0.120788455,0.16661977,0.090170609,0.159974735
145,2003,COLLEGE,Conventional,0.123812622,0.152097199,0.09492629,0.159935827
146,2004,COLLEGE,Conventional,0.145307382,0.135706666,0.115283729,0.181545672
147,2005,COLLEGE,Conventional,0.160555225,0.134127105,0.12819793,0.199213313
148,2006,COLLEGE,Conventional,0.13597691,0.150604656,0.104865623,0.174518702
149,2007,COLLEGE,Conventional,0.128612959,0.153882516,0.098421942,0.166356264
150,2008,COLLEGE,Conventional,0.09040766,0.187224195,0.064427372,0.125459584
151,2009,COLLEGE,Conventional,0.076421395,0.201888718,0.052765564,0.109457099
152,2010,COLLEGE,Conventional,0.112725117,0.162993666,0.084504219,0.148838399
153,2011,COLLEGE,Conventional,0.088205317,0.18224139,0.063391585,0.121472316
154,2012,COLLEGE,Conventional,0.099271609,0.178637374,0.072060067,0.135261019
155,2013,COLLEGE,Conventional,0.103223199,0.171364817,0.076013799,0.138710159
156,2014,COLLEGE,Conventional,0.091732507,0.194622313,0.064518169,0.128845044
157,1976,COLLEGE +,Conventional,0.441702775,0.213698748,0.342292171,0.546016309
158,1977,COLLEGE +,Conventional,0.380432702,0.172207623,0.304654018,0.462522599
159,1978,COLLEGE +,Conventional,0.400023169,0.168022444,0.324167148,0.4809965
160,1979,COLLEGE +,Conventional,0.402166793,0.1591883,0.329941817,0.478902147
161,1980,COLLEGE +,Conventional,0.356214394,0.153976478,0.290363077,0.427992941
162,1981,COLLEGE +,Conventional,0.380908929,0.148412501,0.315058471,0.451451211
163,1982,COLLEGE +,Conventional,0.254424297,0.164739801,0.198127728,0.32032704
164,1983,COLLEGE +,Conventional,0.241262723,0.173533161,0.184539742,0.308818153
165,1984,COLLEGE +,Conventional,0.252775793,0.162351814,0.197488459,0.31741897
166,1985,COLLEGE +,Conventional,0.204534842,0.173961812,0.154576627,0.265567349
167,1986,COLLEGE +,Conventional,0.241200099,0.167006042,0.18642076,0.306021546
168,1987,COLLEGE +,Conventional,0.159591907,0.168627221,0.120069636,0.209032962
169,1988,COLLEGE +,Conventional,0.162466872,0.167783246,0.122513986,0.212296548
170,1989,COLLEGE +,Conventional,0.210899478,0.185179211,0.156770437,0.277565961
171,1990,COLLEGE +,Conventional,0.174211768,0.199656247,0.12483869,0.237805675
172,1991,COLLEGE +,Conventional,0.2104411,0.194239077,0.154077734,0.280583917
173,1992,COLLEGE +,Conventional,0.160464928,0.195702395,0.115235617,0.219051352
174,1993,COLLEGE +,Conventional,0.170440054,0.207422312,0.120357193,0.23577731
175,1994,COLLEGE +,Conventional,0.127487034,0.228481557,0.085397051,0.186100927
176,1995,COLLEGE +,Conventional,0.098977621,0.242223098,0.063960925,0.150090966
177,1996,COLLEGE +,Conventional,0.14332517,0.204841941,0.10070413,0.199973558
178,1997,COLLEGE +,Conventional,0.115503389,0.224181974,0.077621772,0.168495143
179,1998,COLLEGE +,Conventional,0.068615093,0.29188815,0.039915738,0.115467532
180,1999,COLLEGE +,Conventional,0.130897883,0.219266487,0.089252395,0.18796484
181,2000,COLLEGE +,Conventional,0.081690708,0.306551312,0.046511689,0.139582194
182,2001,COLLEGE +,Conventional,0.104297654,0.287476702,0.062163754,0.169818336
183,2002,COLLEGE +,Conventional,0.142185042,0.239399417,0.093937951,0.209482954
184,2003,COLLEGE +,Conventional,0.107271225,0.260667352,0.067243677,0.166863171
185,2004,COLLEGE +,Conventional,0.102792271,0.253104131,0.065213465,0.158357225
186,2005,COLLEGE +,Conventional,0.093521853,0.247177667,0.059758174,0.143451681
187,2006,COLLEGE +,Conventional,0.072253758,0.3276937,0.039360298,0.128946472
188,2007,COLLEGE +,Conventional,0.077320225,0.311057181,0.043563801,0.133580397
189,2008,COLLEGE +,Conventional,0.09313467,0.307228679,0.053246606,0.157919488
190,2009,COLLEGE +,Conventional,0.10045329,0.278567983,0.060757604,0.16162117
191,2010,COLLEGE +,Conventional,0.0821609,0.306876269,0.046761317,0.140411529
192,2011,COLLEGE +,Conventional,0.117723115,0.256874012,0.074631155,0.180834078
193,2012,COLLEGE +,Conventional,0.032699924,0.51822622,0.012094446,0.085377308
194,2013,COLLEGE +,Conventional,0.062977368,0.358723748,0.032201289,0.11953443
195,2014,COLLEGE +,Conventional,0.13348555,0.279540257,0.081782246,0.210386592
196,1976,HIGH SCHOOL,Neotraditional,0.213421826,0.085047121,0.186773837,0.242736974
197,1977,HIGH SCHOOL,Neotraditional,0.243223425,0.071775452,0.218271994,0.270041842
198,1978,HIGH SCHOOL,Neotraditional,0.266224307,0.06499676,0.242089928,0.29183824
199,1979,HIGH SCHOOL,Neotraditional,0.280663978,0.065736552,0.255400854,0.307394385
200,1980,HIGH SCHOOL,Neotraditional,0.285437317,0.06716996,0.259359739,0.313028713
201,1981,HIGH SCHOOL,Neotraditional,0.28828073,0.06340783,0.263467014,0.314433753
202,1982,HIGH SCHOOL,Neotraditional,0.295852365,0.06323541,0.270701455,0.322307333
203,1983,HIGH SCHOOL,Neotraditional,0.263992211,0.067522202,0.239092337,0.290495239
204,1984,HIGH SCHOOL,Neotraditional,0.275319788,0.06841497,0.249386296,0.302861962
205,1985,HIGH SCHOOL,Neotraditional,0.299308652,0.068170154,0.272058571,0.328058107
206,1986,HIGH SCHOOL,Neotraditional,0.266124566,0.074118749,0.238731816,0.295440623
207,1987,HIGH SCHOOL,Neotraditional,0.266876737,0.071953375,0.240205539,0.295358158
208,1988,HIGH SCHOOL,Neotraditional,0.277167661,0.073828876,0.249130196,0.307070104
209,1989,HIGH SCHOOL,Neotraditional,0.267263606,0.079386795,0.237914786,0.298813285
210,1990,HIGH SCHOOL,Neotraditional,0.240735276,0.08470489,0.211706243,0.272369438
211,1991,HIGH SCHOOL,Neotraditional,0.229910407,0.090175636,0.200117818,0.262681795
212,1992,HIGH SCHOOL,Neotraditional,0.260559563,0.087188786,0.229003044,0.294801855
213,1993,HIGH SCHOOL,Neotraditional,0.263074827,0.083128461,0.232726989,0.295854119
214,1994,HIGH SCHOOL,Neotraditional,0.199617836,0.098228532,0.170624328,0.232158997
215,1995,HIGH SCHOOL,Neotraditional,0.216347788,0.096829796,0.185902017,0.250247043
216,1996,HIGH SCHOOL,Neotraditional,0.212312514,0.104255362,0.180143013,0.248485622
217,1997,HIGH SCHOOL,Neotraditional,0.197934189,0.108296785,0.16637854,0.233796223
218,1998,HIGH SCHOOL,Neotraditional,0.222889786,0.098053424,0.191377239,0.257936079
219,1999,HIGH SCHOOL,Neotraditional,0.225357797,0.110483876,0.189808293,0.265384507
220,2000,HIGH SCHOOL,Neotraditional,0.229992991,0.110802406,0.193797757,0.270678663
221,2001,HIGH SCHOOL,Neotraditional,0.19930025,0.124284329,0.163246751,0.241022702
222,2002,HIGH SCHOOL,Neotraditional,0.21190594,0.118412234,0.175728661,0.253242828
223,2003,HIGH SCHOOL,Neotraditional,0.197579597,0.114006492,0.164524743,0.235404339
224,2004,HIGH SCHOOL,Neotraditional,0.219553132,0.108981052,0.185144931,0.258328678
225,2005,HIGH SCHOOL,Neotraditional,0.229889491,0.116020691,0.192114052,0.272586534
226,2006,HIGH SCHOOL,Neotraditional,0.175200952,0.127990652,0.141843368,0.214442992
227,2007,HIGH SCHOOL,Neotraditional,0.226626445,0.121439364,0.187631226,0.271022236
228,2008,HIGH SCHOOL,Neotraditional,0.214203159,0.12446958,0.175993802,0.258109549
229,2009,HIGH SCHOOL,Neotraditional,0.233751313,0.130004037,0.191227752,0.282428787
230,2010,HIGH SCHOOL,Neotraditional,0.218655575,0.129910458,0.178266267,0.265242022
231,2011,HIGH SCHOOL,Neotraditional,0.17217578,0.141648149,0.136118453,0.21540298
232,2012,HIGH SCHOOL,Neotraditional,0.277310727,0.128678716,0.229692847,0.330564046
233,2013,HIGH SCHOOL,Neotraditional,0.214009651,0.147786747,0.169302296,0.266732029
234,2014,HIGH SCHOOL,Neotraditional,0.124160123,0.189235871,0.089113559,0.17041121
235,1976,< HIGH SCHOOL,Neotraditional,0.271947024,0.107051077,0.23244031,0.315409236
236,1977,< HIGH SCHOOL,Neotraditional,0.293545705,0.098509502,0.255155895,0.335112829
237,1978,< HIGH SCHOOL,Neotraditional,0.301334511,0.089438421,0.265759049,0.339470439
238,1979,< HIGH SCHOOL,Neotraditional,0.384173634,0.090340468,0.343229687,0.426827599
239,1980,< HIGH SCHOOL,Neotraditional,0.314983899,0.098337182,0.274948644,0.357970543
240,1981,< HIGH SCHOOL,Neotraditional,0.362548592,0.094305185,0.321005601,0.40625117
241,1982,< HIGH SCHOOL,Neotraditional,0.314421858,0.093634954,0.276268341,0.355258042
242,1983,< HIGH SCHOOL,Neotraditional,0.282883386,0.10228488,0.244035926,0.325254191
243,1984,< HIGH SCHOOL,Neotraditional,0.274681245,0.110117721,0.233826963,0.319695147
244,1985,< HIGH SCHOOL,Neotraditional,0.304319461,0.107932001,0.261467448,0.350858044
245,1986,< HIGH SCHOOL,Neotraditional,0.275907193,0.118799936,0.231884873,0.32475349
246,1987,< HIGH SCHOOL,Neotraditional,0.24837994,0.126810363,0.204921298,0.29760525
247,1988,< HIGH SCHOOL,Neotraditional,0.286975847,0.122908072,0.24030417,0.338671105
248,1989,< HIGH SCHOOL,Neotraditional,0.309865589,0.134075769,0.256635171,0.368661316
249,1990,< HIGH SCHOOL,Neotraditional,0.262345632,0.146698461,0.210596064,0.321630481
250,1991,< HIGH SCHOOL,Neotraditional,0.218655405,0.156005986,0.170896711,0.27532857
251,1992,< HIGH SCHOOL,Neotraditional,0.253511419,0.16412924,0.197553009,0.319018933
